Año;Área;Grupo de edad de la madre;Número de Nacimientos;Población Mujeres;Tasa
2024p;Rafael Uribe Uribe;30 a 34 años;599;17181;34.86
2024p;Chapinero;30 a 34 años;367;9284;39.53
2024p;Antonio Nariño;30 a 34 años;160;3814;41.95
2024p;Usme;30 a 34 años;588;18077;32.53
2024p;Tunjuelito;30 a 34 años;306;8441;36.25
2024p;Suba;30 a 34 años;2159;58541;36.88
2024p;San Cristóbal;30 a 34 años;587;18286;32.1
2024p;Sumapaz;30 a 34 años;6;131;45.8
2024p;Los Mártires;30 a 34 años;181;4771;37.94
2024p;Fontibón;30 a 34 años;757;18448;41.03
2024p;Teusaquillo;30 a 34 años;263;8624;30.5
2024p;Bogotá;30 a 34 años;13614;376539;36.16
2024p;Santa Fe;30 a 34 años;206;5760;35.76
2024p;Engativá;30 a 34 años;1414;40874;34.59
2024p;Kennedy;30 a 34 años;1854;50834;36.47
2024p;La Candelaria;30 a 34 años;43;813;52.89
2024p;Puente Aranda;30 a 34 años;471;11593;40.63
2024p;Sin Información;30 a 34 años;2;0;0
2024p;Bosa;30 a 34 años;1148;36098;31.8
2024p;Ciudad Bolívar;30 a 34 años;1158;30682;37.74
2005;Engativá;35 a 39 años;1406;33780;41.62
2005;Ciudad Bolívar;35 a 39 años;709;21121;33.57
2005;Chapinero;35 a 39 años;258;4820;53.53
2005;San Cristóbal;35 a 39 años;578;15898;36.36
2005;Usaquén;35 a 39 años;761;17287;44.02
2005;Fontibón;35 a 39 años;637;13107;48.6
2005;Barrios Unidos;35 a 39 años;199;8203;24.26
2005;Sumapaz;35 a 39 años;3;179;16.76
2005;Sin Información;35 a 39 años;192;0;0
2005;Bosa;35 a 39 años;723;20681;34.96
2005;Antonio Nariño;35 a 39 años;138;4134;33.38
2005;Teusaquillo;35 a 39 años;165;5299;31.14
2005;Suba;35 a 39 años;1746;39908;43.75
2005;Rafael Uribe Uribe;35 a 39 años;584;14329;40.76
2005;Los Mártires;35 a 39 años;146;3358;43.48
2005;Kennedy;35 a 39 años;1331;37376;35.61
2005;Santa Fe;35 a 39 años;185;3478;53.19
2005;La Candelaria;35 a 39 años;19;779;24.39
2005;Bogotá;35 a 39 años;11001;272682;40.34
2005;Puente Aranda;35 a 39 años;410;10579;38.76
2005;Usme;35 a 39 años;433;10883;39.79
2005;Tunjuelito;35 a 39 años;378;7483;50.51
2006;Kennedy;35 a 39 años;1290;37160;34.71
2006;Antonio Nariño;35 a 39 años;98;3830;25.59
2006;Sin Información;35 a 39 años;240;0;0
2006;Teusaquillo;35 a 39 años;169;5266;32.09
2006;Tunjuelito;35 a 39 años;366;7221;50.69
2006;La Candelaria;35 a 39 años;16;728;21.98
2006;Barrios Unidos;35 a 39 años;206;7457;27.63
2006;Santa Fe;35 a 39 años;206;3459;59.55
2006;Sumapaz;35 a 39 años;4;159;25.16
2006;Rafael Uribe Uribe;35 a 39 años;505;13944;36.22
2006;Fontibón;35 a 39 años;649;13324;48.71
2006;Bosa;35 a 39 años;763;21578;35.36
2006;San Cristóbal;35 a 39 años;595;15419;38.59
2006;Usme;35 a 39 años;383;11063;34.62
2006;Ciudad Bolívar;35 a 39 años;739;20978;35.23
2006;Usaquén;35 a 39 años;766;17737;43.19
2006;Suba;35 a 39 años;1654;40772;40.57
2006;Bogotá;35 a 39 años;10839;271452;39.93
2006;Los Mártires;35 a 39 años;147;3174;46.31
2006;Engativá;35 a 39 años;1345;32961;40.81
2006;Puente Aranda;35 a 39 años;462;10248;45.08
2006;Chapinero;35 a 39 años;236;4974;47.45
2007;Barrios Unidos;35 a 39 años;227;6842;33.18
2007;Rafael Uribe Uribe;35 a 39 años;491;13601;36.1
2007;Engativá;35 a 39 años;1270;32217;39.42
2007;Santa Fe;35 a 39 años;177;3441;51.44
2007;Usaquén;35 a 39 años;835;18090;46.16
2007;Bosa;35 a 39 años;864;22265;38.81
2007;Sumapaz;35 a 39 años;2;142;14.08
2007;Teusaquillo;35 a 39 años;184;5245;35.08
2007;Antonio Nariño;35 a 39 años;121;3580;33.8
2007;Los Mártires;35 a 39 años;126;3021;41.71
2007;San Cristóbal;35 a 39 años;579;14989;38.63
2007;Suba;35 a 39 años;1798;41380;43.45
2007;Bogotá;35 a 39 años;11125;269986;41.21
2007;Puente Aranda;35 a 39 años;420;9945;42.23
2007;Usme;35 a 39 años;421;11202;37.58
2007;Kennedy;35 a 39 años;1351;36938;36.57
2007;Sin Información;35 a 39 años;200;0;0
2007;Chapinero;35 a 39 años;289;5106;56.6
2007;Fontibón;35 a 39 años;682;13472;50.62
2007;La Candelaria;35 a 39 años;16;687;23.29
2007;Ciudad Bolívar;35 a 39 años;738;20840;35.41
2007;Tunjuelito;35 a 39 años;334;6983;47.83
2008;Barrios Unidos;35 a 39 años;219;6349;34.49
2008;Antonio Nariño;35 a 39 años;115;3377;34.05
2008;Ciudad Bolívar;35 a 39 años;715;20733;34.49
2008;Sumapaz;35 a 39 años;8;129;62.02
2008;Sin Información;35 a 39 años;71;0;0
2008;Bosa;35 a 39 años;848;22820;37.16
2008;Tunjuelito;35 a 39 años;329;6779;48.53
2008;Usaquén;35 a 39 años;837;18407;45.47
2008;Engativá;35 a 39 años;1182;31588;37.42
2008;Bogotá;35 a 39 años;10862;268798;40.41
2008;La Candelaria;35 a 39 años;24;652;36.81
2008;Santa Fe;35 a 39 años;150;3432;43.71
2008;Puente Aranda;35 a 39 años;380;9680;39.26
2008;Kennedy;35 a 39 años;1453;36776;39.51
2008;Teusaquillo;35 a 39 años;221;5245;42.14
2008;San Cristóbal;35 a 39 años;522;14622;35.7
2008;Fontibón;35 a 39 años;599;13588;44.08
2008;Suba;35 a 39 años;1809;41843;43.23
2008;Rafael Uribe Uribe;35 a 39 años;546;13317;41
2008;Los Mártires;35 a 39 años;141;2905;48.54
2008;Chapinero;35 a 39 años;271;5236;51.76
2008;Usme;35 a 39 años;422;11320;37.28
2009;Chapinero;35 a 39 años;314;5374;58.43
2009;Puente Aranda;35 a 39 años;384;9466;40.57
2009;San Cristóbal;35 a 39 años;546;14339;38.08
2009;Tunjuelito;35 a 39 años;286;6615;43.24
2009;Usaquén;35 a 39 años;929;18740;49.57
2009;Kennedy;35 a 39 años;1418;36749;38.59
2009;Sumapaz;35 a 39 años;2;118;16.95
2009;Barrios Unidos;35 a 39 años;229;5970;38.36
2009;Sin Información;35 a 39 años;53;0;0
2009;Usme;35 a 39 años;355;11451;31
2009;Ciudad Bolívar;35 a 39 años;701;20706;33.85
2009;Engativá;35 a 39 años;1152;31121;37.02
2009;La Candelaria;35 a 39 años;32;628;50.96
2009;Antonio Nariño;35 a 39 años;111;3225;34.42
2009;Rafael Uribe Uribe;35 a 39 años;490;13107;37.38
2009;Bosa;35 a 39 años;861;23318;36.92
2009;Teusaquillo;35 a 39 años;233;5275;44.17
2009;Fontibón;35 a 39 años;590;13711;43.03
2009;Los Mártires;35 a 39 años;111;2824;39.31
2009;Santa Fe;35 a 39 años;117;3437;34.04
2009;Bogotá;35 a 39 años;10673;268453;39.76
2009;Suba;35 a 39 años;1759;42279;41.6
2010;Puente Aranda;35 a 39 años;285;9309;30.62
2010;Usaquén;35 a 39 años;959;19138;50.11
2010;Bosa;35 a 39 años;767;23820;32.2
2010;San Cristóbal;35 a 39 años;506;14152;35.75
2010;Engativá;35 a 39 años;1109;30847;35.95
2010;Antonio Nariño;35 a 39 años;109;3118;34.96
2010;Usme;35 a 39 años;351;11612;30.23
2010;La Candelaria;35 a 39 años;20;612;32.68
2010;Suba;35 a 39 años;1699;42772;39.72
2010;Bogotá;35 a 39 años;10117;269340;37.56
2010;Ciudad Bolívar;35 a 39 años;679;20784;32.67
2010;Sin Información;35 a 39 años;49;0;0
2010;Kennedy;35 a 39 años;1358;36912;36.79
2010;Chapinero;35 a 39 años;344;5534;62.16
2010;Los Mártires;35 a 39 años;93;2779;33.47
2010;Barrios Unidos;35 a 39 años;190;5694;33.37
2010;Sumapaz;35 a 39 años;5;110;45.45
2010;Fontibón;35 a 39 años;547;13862;39.46
2010;Tunjuelito;35 a 39 años;255;6492;39.28
2010;Santa Fe;35 a 39 años;120;3464;34.64
2010;Rafael Uribe Uribe;35 a 39 años;455;12984;35.04
2010;Teusaquillo;35 a 39 años;217;5345;40.6
2011;Bogotá;35 a 39 años;10059;271823;37.01
2011;La Candelaria;35 a 39 años;34;604;56.29
2011;Los Mártires;35 a 39 años;113;2769;40.81
2011;Suba;35 a 39 años;1794;43403;41.33
2011;Usme;35 a 39 años;333;11829;28.15
2011;Sumapaz;35 a 39 años;0;104;0
2011;Sin Información;35 a 39 años;7;0;0
2011;Barrios Unidos;35 a 39 años;231;5514;41.89
2011;Tunjuelito;35 a 39 años;244;6420;38.01
2011;San Cristóbal;35 a 39 años;447;14070;31.77
2011;Santa Fe;35 a 39 años;118;3512;33.6
2011;Kennedy;35 a 39 años;1439;37306;38.57
2011;Teusaquillo;35 a 39 años;207;5464;37.88
2011;Fontibón;35 a 39 años;501;14069;35.61
2011;Rafael Uribe Uribe;35 a 39 años;431;12960;33.26
2011;Usaquén;35 a 39 años;912;19635;46.45
2011;Engativá;35 a 39 años;1091;30791;35.43
2011;Ciudad Bolívar;35 a 39 años;634;20994;30.2
2011;Antonio Nariño;35 a 39 años;126;3052;41.28
2011;Chapinero;35 a 39 años;329;5729;57.43
2011;Puente Aranda;35 a 39 años;319;9215;34.62
2011;Bosa;35 a 39 años;749;24383;30.72
2012;Bogotá;35 a 39 años;9767;275068;35.51
2012;Ciudad Bolívar;35 a 39 años;596;21272;28.02
2012;Tunjuelito;35 a 39 años;210;6371;32.96
2012;Chapinero;35 a 39 años;363;5943;61.08
2012;Puente Aranda;35 a 39 años;349;9152;38.13
2012;San Cristóbal;35 a 39 años;389;14044;27.7
2012;Rafael Uribe Uribe;35 a 39 años;434;12989;33.41
2012;Suba;35 a 39 años;1674;44060;37.99
2012;Barrios Unidos;35 a 39 años;205;5398;37.98
2012;Bosa;35 a 39 años;734;24949;29.42
2012;Kennedy;35 a 39 años;1377;37821;36.41
2012;Usaquén;35 a 39 años;1006;20179;49.85
2012;Teusaquillo;35 a 39 años;182;5611;32.44
2012;Los Mártires;35 a 39 años;100;2781;35.96
2012;Usme;35 a 39 años;369;12064;30.59
2012;Fontibón;35 a 39 años;512;14294;35.82
2012;Antonio Nariño;35 a 39 años;101;3015;33.5
2012;Sumapaz;35 a 39 años;3;98;30.61
2012;Santa Fe;35 a 39 años;102;3575;28.53
2012;Sin Información;35 a 39 años;2;0;0
2012;Engativá;35 a 39 años;1021;30850;33.1
2012;La Candelaria;35 a 39 años;38;602;63.12
2013;Los Mártires;35 a 39 años;113;2813;40.17
2013;Engativá;35 a 39 años;1050;31010;33.86
2013;Santa Fe;35 a 39 años;142;3651;38.89
2013;Puente Aranda;35 a 39 años;332;9119;36.41
2013;Usaquén;35 a 39 años;979;20762;47.15
2013;Teusaquillo;35 a 39 años;269;5789;46.47
2013;Rafael Uribe Uribe;35 a 39 años;424;13061;32.46
2013;San Cristóbal;35 a 39 años;391;14072;27.79
2013;Kennedy;35 a 39 años;1421;38444;36.96
2013;Sin Información;35 a 39 años;5;0;0
2013;La Candelaria;35 a 39 años;30;603;49.75
2013;Chapinero;35 a 39 años;370;6176;59.91
2013;Bosa;35 a 39 años;689;25526;26.99
2013;Usme;35 a 39 años;352;12316;28.58
2013;Antonio Nariño;35 a 39 años;135;3000;45
2013;Suba;35 a 39 años;1835;44742;41.01
2013;Ciudad Bolívar;35 a 39 años;601;21597;27.83
2013;Fontibón;35 a 39 años;596;14537;41
2013;Bogotá;35 a 39 años;10163;278995;36.43
2013;Tunjuelito;35 a 39 años;209;6348;32.92
2013;Barrios Unidos;35 a 39 años;216;5334;40.49
2013;Sumapaz;35 a 39 años;4;95;42.11
2014;Suba;35 a 39 años;1889;45449;41.56
2014;La Candelaria;35 a 39 años;62;608;101.97
2014;Bogotá;35 a 39 años;10719;283503;37.81
2014;San Cristóbal;35 a 39 años;428;14146;30.26
2014;Puente Aranda;35 a 39 años;371;9112;40.72
2014;Tunjuelito;35 a 39 años;216;6344;34.05
2014;Sin Información;35 a 39 años;8;0;0
2014;Santa Fe;35 a 39 años;165;3735;44.18
2014;Engativá;35 a 39 años;1170;31257;37.43
2014;Barrios Unidos;35 a 39 años;250;5314;47.05
2014;Ciudad Bolívar;35 a 39 años;650;21971;29.58
2014;Rafael Uribe Uribe;35 a 39 años;421;13173;31.96
2014;Antonio Nariño;35 a 39 años;118;3002;39.31
2014;Teusaquillo;35 a 39 años;286;5992;47.73
2014;Bosa;35 a 39 años;696;26110;26.66
2014;Los Mártires;35 a 39 años;108;2863;37.72
2014;Usaquén;35 a 39 años;1056;21371;49.41
2014;Kennedy;35 a 39 años;1517;39157;38.74
2014;Chapinero;35 a 39 años;385;6422;59.95
2014;Sumapaz;35 a 39 años;2;93;21.51
2014;Fontibón;35 a 39 años;599;14795;40.49
2014;Usme;35 a 39 años;322;12589;25.58
2015;Usaquén;35 a 39 años;1189;21972;54.11
2015;Engativá;35 a 39 años;1098;31542;34.81
2015;Bogotá;35 a 39 años;11052;288183;38.35
2015;Puente Aranda;35 a 39 años;389;9121;42.65
2015;Kennedy;35 a 39 años;1526;39901;38.24
2015;Tunjuelito;35 a 39 años;253;6352;39.83
2015;Usme;35 a 39 años;359;12858;27.92
2015;Bosa;35 a 39 años;756;26677;28.34
2015;Barrios Unidos;35 a 39 años;247;5319;46.44
2015;Ciudad Bolívar;35 a 39 años;680;22362;30.41
2015;San Cristóbal;35 a 39 años;412;14245;28.92
2015;Chapinero;35 a 39 años;442;6673;66.24
2015;Antonio Nariño;35 a 39 años;113;3017;37.45
2015;Sumapaz;35 a 39 años;3;92;32.61
2015;La Candelaria;35 a 39 años;34;613;55.46
2015;Rafael Uribe Uribe;35 a 39 años;394;13302;29.62
2015;Sin Información;35 a 39 años;29;0;0
2015;Santa Fe;35 a 39 años;146;3824;38.18
2015;Los Mártires;35 a 39 años;106;2921;36.29
2015;Teusaquillo;35 a 39 años;288;6209;46.38
2015;Suba;35 a 39 años;1996;46133;43.27
2015;Fontibón;35 a 39 años;592;15050;39.34
2016;Los Mártires;35 a 39 años;103;2984;34.52
2016;Fontibón;35 a 39 años;593;15294;38.77
2016;San Cristóbal;35 a 39 años;435;14363;30.29
2016;Tunjuelito;35 a 39 años;235;6371;36.89
2016;Sin Información;35 a 39 años;38;0;0
2016;Usaquén;35 a 39 años;1201;22542;53.28
2016;Bogotá;35 a 39 años;11140;292864;38.04
2016;Santa Fe;35 a 39 años;131;3916;33.45
2016;Teusaquillo;35 a 39 años;243;6437;37.75
2016;Kennedy;35 a 39 años;1553;40650;38.2
2016;Antonio Nariño;35 a 39 años;136;3041;44.72
2016;Suba;35 a 39 años;1977;46777;42.26
2016;Engativá;35 a 39 años;1073;31846;33.69
2016;Usme;35 a 39 años;346;13120;26.37
2016;Rafael Uribe Uribe;35 a 39 años;472;13439;35.12
2016;La Candelaria;35 a 39 años;32;619;51.7
2016;Puente Aranda;35 a 39 años;365;9144;39.92
2016;Barrios Unidos;35 a 39 años;274;5343;51.28
2016;Bosa;35 a 39 años;759;27218;27.89
2016;Ciudad Bolívar;35 a 39 años;702;22745;30.86
2016;Sumapaz;35 a 39 años;1;91;10.99
2016;Chapinero;35 a 39 años;471;6924;68.02
2017;Santa Fe;35 a 39 años;165;4002;41.23
2017;Tunjuelito;35 a 39 años;242;6391;37.87
2017;Sumapaz;35 a 39 años;1;91;10.99
2017;Suba;35 a 39 años;1850;47327;39.09
2017;Usaquén;35 a 39 años;1203;23041;52.21
2017;Fontibón;35 a 39 años;561;15511;36.17
2017;Ciudad Bolívar;35 a 39 años;715;23095;30.96
2017;Bosa;35 a 39 años;785;27691;28.35
2017;Sin Información;35 a 39 años;16;0;0
2017;Bogotá;35 a 39 años;10902;297110;36.69
2017;Engativá;35 a 39 años;1082;32129;33.68
2017;San Cristóbal;35 a 39 años;388;14475;26.8
2017;Rafael Uribe Uribe;35 a 39 años;374;13566;27.57
2017;Usme;35 a 39 años;380;13360;28.44
2017;Teusaquillo;35 a 39 años;294;6661;44.14
2017;Chapinero;35 a 39 años;439;7159;61.32
2017;Los Mártires;35 a 39 años;120;3043;39.43
2017;Barrios Unidos;35 a 39 años;270;5370;50.28
2017;Kennedy;35 a 39 años;1532;41339;37.06
2017;Puente Aranda;35 a 39 años;329;9170;35.88
2017;Antonio Nariño;35 a 39 años;119;3064;38.84
2017;La Candelaria;35 a 39 años;37;625;59.2
2018;Engativá;35 a 39 años;1053;32122;32.78
2018;Ciudad Bolívar;35 a 39 años;724;23348;31.01
2018;Chapinero;35 a 39 años;436;7280;59.89
2018;Antonio Nariño;35 a 39 años;111;2916;38.07
2018;Usme;35 a 39 años;349;13703;25.47
2018;Rafael Uribe Uribe;35 a 39 años;420;13594;30.9
2018;Los Mártires;35 a 39 años;122;2672;45.66
2018;Teusaquillo;35 a 39 años;292;6345;46.02
2018;Suba;35 a 39 años;1842;48549;37.94
2018;Fontibón;35 a 39 años;569;15590;36.5
2018;Tunjuelito;35 a 39 años;221;6383;34.62
2018;Santa Fe;35 a 39 años;123;3995;30.79
2018;San Cristóbal;35 a 39 años;368;14243;25.84
2018;Puente Aranda;35 a 39 años;319;9127;34.95
2018;Bogotá;35 a 39 años;10568;300929;35.12
2018;Bosa;35 a 39 años;751;28028;26.79
2018;La Candelaria;35 a 39 años;29;626;46.33
2018;Sumapaz;35 a 39 años;5;90;55.56
2018;Sin Información;35 a 39 años;23;0;0
2018;Usaquén;35 a 39 años;1132;23488;48.19
2018;Kennedy;35 a 39 años;1444;43341;33.32
2018;Barrios Unidos;35 a 39 años;235;5489;42.81
2019;La Candelaria;35 a 39 años;41;641;63.96
2019;San Cristóbal;35 a 39 años;352;14742;23.88
2019;Barrios Unidos;35 a 39 años;206;5634;36.56
2019;Usme;35 a 39 años;338;14215;23.78
2019;Santa Fe;35 a 39 años;168;4165;40.34
2019;Engativá;35 a 39 años;1111;32700;33.98
2019;Chapinero;35 a 39 años;392;7633;51.36
2019;Tunjuelito;35 a 39 años;187;6537;28.61
2019;Rafael Uribe Uribe;35 a 39 años;381;13962;27.29
2019;Kennedy;35 a 39 años;1376;43244;31.82
2019;Puente Aranda;35 a 39 años;336;9304;36.11
2019;Teusaquillo;35 a 39 años;305;7157;42.62
2019;Bogotá;35 a 39 años;10360;309304;33.49
2019;Sumapaz;35 a 39 años;3;96;31.25
2019;Fontibón;35 a 39 años;535;16144;33.14
2019;Ciudad Bolívar;35 a 39 años;690;24102;28.63
2019;Sin Información;35 a 39 años;13;0;0
2019;Antonio Nariño;35 a 39 años;95;3105;30.6
2019;Bosa;35 a 39 años;790;28668;27.56
2019;Los Mártires;35 a 39 años;100;3345;29.9
2019;Usaquén;35 a 39 años;1079;24195;44.6
2019;Suba;35 a 39 años;1862;49715;37.45
2020;Engativá;35 a 39 años;974;33593;28.99
2020;Los Mártires;35 a 39 años;116;3483;33.3
2020;Antonio Nariño;35 a 39 años;103;3202;32.17
2020;Usme;35 a 39 años;371;14709;25.22
2020;Bosa;35 a 39 años;778;29451;26.42
2020;Santa Fe;35 a 39 años;157;4305;36.47
2020;La Candelaria;35 a 39 años;25;646;38.7
2020;Ciudad Bolívar;35 a 39 años;677;25009;27.07
2020;Chapinero;35 a 39 años;367;8008;45.83
2020;Kennedy;35 a 39 años;1206;44009;27.4
2020;Sumapaz;35 a 39 años;4;102;39.22
2020;Sin Información;35 a 39 años;10;0;0
2020;Suba;35 a 39 años;1779;50588;35.17
2020;Bogotá;35 a 39 años;9737;317207;30.7
2020;Usaquén;35 a 39 años;973;24671;39.44
2020;Puente Aranda;35 a 39 años;270;9549;28.28
2020;Fontibón;35 a 39 años;498;16420;30.33
2020;Barrios Unidos;35 a 39 años;223;5865;38.02
2020;Rafael Uribe Uribe;35 a 39 años;393;14341;27.4
2020;Tunjuelito;35 a 39 años;189;6671;28.33
2020;Teusaquillo;35 a 39 años;272;7306;37.23
2020;San Cristóbal;35 a 39 años;352;15279;23.04
2021;Rafael Uribe Uribe;35 a 39 años;345;14612;23.61
2021;Teusaquillo;35 a 39 años;203;7531;26.96
2021;Tunjuelito;35 a 39 años;166;6814;24.36
2021;Los Mártires;35 a 39 años;105;3601;29.16
2021;Fontibón;35 a 39 años;444;16561;26.81
2021;Chapinero;35 a 39 años;338;8313;40.66
2021;La Candelaria;35 a 39 años;26;649;40.06
2021;Santa Fe;35 a 39 años;137;4447;30.81
2021;Kennedy;35 a 39 años;1085;44166;24.57
2021;San Cristóbal;35 a 39 años;309;15478;19.96
2021;Ciudad Bolívar;35 a 39 años;600;25718;23.33
2021;Sin Información;35 a 39 años;10;0;0
2021;Bogotá;35 a 39 años;8558;322362;26.55
2021;Barrios Unidos;35 a 39 años;167;5920;28.21
2021;Antonio Nariño;35 a 39 años;96;3205;29.95
2021;Puente Aranda;35 a 39 años;276;9599;28.75
2021;Suba;35 a 39 años;1524;51183;29.78
2021;Engativá;35 a 39 años;847;34050;24.88
2021;Usaquén;35 a 39 años;911;25381;35.89
2021;Usme;35 a 39 años;321;15058;21.32
2021;Bosa;35 a 39 años;645;29967;21.52
2021;Sumapaz;35 a 39 años;3;109;27.52
2022;Puente Aranda;35 a 39 años;257;9661;26.6
2022;Engativá;35 a 39 años;854;34559;24.71
2022;Rafael Uribe Uribe;35 a 39 años;325;14758;22.02
2022;Santa Fe;35 a 39 años;143;4522;31.62
2022;Los Mártires;35 a 39 años;91;3660;24.86
2022;Bosa;35 a 39 años;654;30542;21.41
2022;Sin Información;35 a 39 años;3;0;0
2022;Usaquén;35 a 39 años;987;25635;38.5
2022;Barrios Unidos;35 a 39 años;175;5981;29.26
2022;Chapinero;35 a 39 años;359;8723;41.16
2022;Kennedy;35 a 39 años;1098;44336;24.77
2022;Ciudad Bolívar;35 a 39 años;583;26080;22.35
2022;Antonio Nariño;35 a 39 años;103;3173;32.46
2022;La Candelaria;35 a 39 años;26;687;37.85
2022;Fontibón;35 a 39 años;457;16726;27.32
2022;Bogotá;35 a 39 años;8649;325793;26.55
2022;Teusaquillo;35 a 39 años;230;7659;30.03
2022;Usme;35 a 39 años;310;15017;20.64
2022;Tunjuelito;35 a 39 años;198;6939;28.53
2022;Suba;35 a 39 años;1495;51318;29.13
2022;San Cristóbal;35 a 39 años;300;15698;19.11
2022;Sumapaz;35 a 39 años;1;119;8.4
2023;Usaquén;35 a 39 años;920;26047;35.32
2023;Rafael Uribe Uribe;35 a 39 años;308;14686;20.97
2023;Usme;35 a 39 años;296;15327;19.31
2023;Kennedy;35 a 39 años;984;44362;22.18
2023;San Cristóbal;35 a 39 años;269;15707;17.13
2023;Santa Fe;35 a 39 años;134;4715;28.42
2023;Chapinero;35 a 39 años;340;8944;38.01
2023;Engativá;35 a 39 años;832;35082;23.72
2023;Antonio Nariño;35 a 39 años;92;3210;28.66
2023;Barrios Unidos;35 a 39 años;168;5951;28.23
2023;Fontibón;35 a 39 años;419;16740;25.03
2023;Los Mártires;35 a 39 años;107;3724;28.73
2023;Puente Aranda;35 a 39 años;267;9718;27.47
2023;Teusaquillo;35 a 39 años;230;8151;28.22
2023;Sumapaz;35 a 39 años;9;120;75
2023;Bogotá;35 a 39 años;8193;328888;24.91
2023;Bosa;35 a 39 años;582;30921;18.82
2023;La Candelaria;35 a 39 años;23;681;33.77
2023;Tunjuelito;35 a 39 años;153;7011;21.82
2023;Suba;35 a 39 años;1448;51768;27.97
2023;Ciudad Bolívar;35 a 39 años;612;26023;23.52
2024p;Santa Fe;35 a 39 años;113;4915;22.99
2024p;Ciudad Bolívar;35 a 39 años;517;26493;19.51
2024p;Sin Información;35 a 39 años;3;0;0
2024p;Antonio Nariño;35 a 39 años;88;3209;27.42
2024p;Sumapaz;35 a 39 años;1;128;7.81
2024p;Tunjuelito;35 a 39 años;137;7145;19.17
2024p;Suba;35 a 39 años;1300;52251;24.88
2024p;Bogotá;35 a 39 años;7722;332467;23.23
2024p;Usaquén;35 a 39 años;914;26244;34.83
2024p;Los Mártires;35 a 39 años;89;3844;23.15
2024p;Bosa;35 a 39 años;588;31469;18.69
2024p;Fontibón;35 a 39 años;434;16726;25.95
2024p;Rafael Uribe Uribe;35 a 39 años;307;14721;20.85
2024p;La Candelaria;35 a 39 años;28;664;42.17
2024p;Usme;35 a 39 años;266;15573;17.08
2024p;Puente Aranda;35 a 39 años;234;9880;23.68
2024p;Engativá;35 a 39 años;802;35606;22.52
2024p;Barrios Unidos;35 a 39 años;163;6060;26.9
2024p;Teusaquillo;35 a 39 años;182;8286;21.96
2024p;San Cristóbal;35 a 39 años;259;15658;16.54
2024p;Chapinero;35 a 39 años;334;9075;36.8
2024p;Kennedy;35 a 39 años;963;44520;21.63
2005;Rafael Uribe Uribe;40 a 44 años;141;14108;9.99
2005;Kennedy;40 a 44 años;359;35197;10.2
2005;Bosa;40 a 44 años;199;17630;11.29
2005;Teusaquillo;40 a 44 años;64;5670;11.29
2005;Engativá;40 a 44 años;389;33017;11.78
2005;Suba;40 a 44 años;448;37744;11.87
2005;Fontibón;40 a 44 años;142;12707;11.17
2005;Bogotá;40 a 44 años;2955;259739;11.38
2005;Ciudad Bolívar;40 a 44 años;239;18517;12.91
2005;Barrios Unidos;40 a 44 años;49;8910;5.5
2005;Antonio Nariño;40 a 44 años;36;4216;8.54
2005;Los Mártires;40 a 44 años;43;3415;12.59
2005;Tunjuelito;40 a 44 años;99;7070;14
2005;Chapinero;40 a 44 años;57;4761;11.97
2005;La Candelaria;40 a 44 años;9;780;11.54
2005;San Cristóbal;40 a 44 años;177;14626;12.1
2005;Puente Aranda;40 a 44 años;128;10453;12.25
2005;Sin Información;40 a 44 años;60;0;0
2005;Usme;40 a 44 años;117;10066;11.62
2005;Usaquén;40 a 44 años;141;17459;8.08
2005;Sumapaz;40 a 44 años;3;171;17.54
2005;Santa Fe;40 a 44 años;55;3222;17.07
2006;Engativá;40 a 44 años;394;32865;11.99
2006;Los Mártires;40 a 44 años;37;3268;11.32
2006;Bosa;40 a 44 años;197;18902;10.42
2006;Fontibón;40 a 44 años;178;13196;13.49
2006;Barrios Unidos;40 a 44 años;53;8241;6.43
2006;Suba;40 a 44 años;440;39434;11.16
2006;Rafael Uribe Uribe;40 a 44 años;165;14003;11.78
2006;Santa Fe;40 a 44 años;57;3259;17.49
2006;Tunjuelito;40 a 44 años;97;6977;13.9
2006;Usme;40 a 44 años;140;10450;13.4
2006;Chapinero;40 a 44 años;58;4987;11.63
2006;Ciudad Bolívar;40 a 44 años;210;18818;11.16
2006;Antonio Nariño;40 a 44 años;33;3977;8.3
2006;Sin Información;40 a 44 años;68;0;0
2006;Usaquén;40 a 44 años;172;18279;9.41
2006;Bogotá;40 a 44 años;3022;263929;11.45
2006;La Candelaria;40 a 44 años;8;742;10.78
2006;Teusaquillo;40 a 44 años;48;5725;8.38
2006;Sumapaz;40 a 44 años;2;157;12.74
2006;San Cristóbal;40 a 44 años;160;14498;11.04
2006;Puente Aranda;40 a 44 años;129;10341;12.47
2006;Kennedy;40 a 44 años;376;35810;10.5
2007;Ciudad Bolívar;40 a 44 años;204;19032;10.72
2007;Sin Información;40 a 44 años;60;0;0
2007;La Candelaria;40 a 44 años;6;706;8.5
2007;San Cristóbal;40 a 44 años;155;14338;10.81
2007;Usme;40 a 44 años;127;10753;11.81
2007;Tunjuelito;40 a 44 años;92;6869;13.39
2007;Engativá;40 a 44 años;339;32602;10.4
2007;Santa Fe;40 a 44 años;36;3283;10.97
2007;Sumapaz;40 a 44 años;0;143;0
2007;Teusaquillo;40 a 44 años;53;5757;9.21
2007;Los Mártires;40 a 44 años;34;3132;10.86
2007;Suba;40 a 44 años;445;40754;10.92
