ANO;LOCALIDAD;SEXO;MIGRANTE;TOTAL_NACIDOS_VIVOS;TOTAL_BPN;PROPORCIÓN
2022;05 - Usme;Femenino;Extranjero;12;3;25.0
2022;06 - Tunjuelito;Femenino;Extranjero;11;4;36.36
2022;14 - Los Mártires;Femenino;Extranjero;5;1;20.0
2022;13 - Teusaquillo;Femenino;Extranjero;14;2;14.29
2022;18 - Rafael Uribe Uribe;Femenino;Extranjero;15;3;20.0
2022;99 - Sin Información;Femenino;Extranjero;1;0;0.0
2022;15 - Antonio Nariño;Femenino;Extranjero;6;1;16.67
2022;03 - Santa Fe;Femenino;Extranjero;4;1;25.0
2022;09 - Fontibón;Femenino;Extranjero;18;5;27.78
2022;17 - La Candelaria;Femenino;Extranjero;2;0;0.0
2022;00 - Bogotá;Femenino;Sin Informacion;382;85;22.25
2022;12 - Barrios Unidos;Femenino;Sin Informacion;12;2;16.67
2022;10 - Engativá;Femenino;Sin Informacion;49;9;18.37
2022;07 - Bosa;Femenino;Sin Informacion;38;5;13.16
2022;08 - Kennedy;Femenino;Sin Informacion;71;15;21.13
2022;05 - Usme;Femenino;Sin Informacion;22;5;22.73
2022;19 - Ciudad Bolívar;Femenino;Sin Informacion;39;10;25.64
2022;11 - Suba;Femenino;Sin Informacion;39;12;30.77
2022;06 - Tunjuelito;Femenino;Sin Informacion;12;2;16.67
2022;18 - Rafael Uribe Uribe;Femenino;Sin Informacion;15;5;33.33
2022;13 - Teusaquillo;Femenino;Sin Informacion;7;2;28.57
2022;09 - Fontibón;Femenino;Sin Informacion;24;6;25.0
2022;16 - Puente Aranda;Femenino;Sin Informacion;14;3;21.43
2022;01 - Usaquén;Femenino;Sin Informacion;15;5;33.33
2022;15 - Antonio Nariño;Femenino;Sin Informacion;3;1;33.33
2022;03 - Santa Fe;Femenino;Sin Informacion;6;0;0.0
2022;02 - Chapinero;Femenino;Sin Informacion;15;3;20.0
2022;04 - San Cristóbal;Femenino;Sin Informacion;1;0;0.0
2022;00 - Bogotá;Indeterminado;Colombiano;3;1;33.33
2022;07 - Bosa;Indeterminado;Colombiano;1;0;0.0
2022;16 - Puente Aranda;Indeterminado;Colombiano;1;0;0.0
2022;05 - Usme;Indeterminado;Colombiano;1;1;100.0
2022;00 - Bogotá;Masculino;Colombiano;32121;4407;13.72
2022;08 - Kennedy;Masculino;Colombiano;4489;563;12.54
2022;07 - Bosa;Masculino;Colombiano;3356;424;12.63
2022;14 - Los Mártires;Masculino;Colombiano;459;57;12.42
2022;15 - Antonio Nariño;Masculino;Colombiano;359;43;11.98
2022;11 - Suba;Masculino;Colombiano;4738;654;13.8
2022;05 - Usme;Masculino;Colombiano;1782;257;14.42
2022;10 - Engativá;Masculino;Colombiano;2781;338;12.15
2022;01 - Usaquén;Masculino;Colombiano;1982;261;13.17
2022;18 - Rafael Uribe Uribe;Masculino;Colombiano;1782;283;15.88
2022;16 - Puente Aranda;Masculino;Colombiano;876;110;12.56
2022;19 - Ciudad Bolívar;Masculino;Colombiano;3498;549;15.69
2022;02 - Chapinero;Masculino;Colombiano;550;72;13.09
2022;09 - Fontibón;Masculino;Colombiano;1367;183;13.39
2022;04 - San Cristóbal;Masculino;Colombiano;1642;275;16.75
2022;12 - Barrios Unidos;Masculino;Colombiano;510;72;14.12
2022;06 - Tunjuelito;Masculino;Colombiano;773;107;13.84
2022;03 - Santa Fe;Masculino;Colombiano;579;81;13.99
2022;17 - La Candelaria;Masculino;Colombiano;92;10;10.87
2022;99 - Sin Información;Masculino;Colombiano;23;4;17.39
2022;13 - Teusaquillo;Masculino;Colombiano;468;63;13.46
2022;20 - Sumapaz;Masculino;Colombiano;15;1;6.67
2022;00 - Bogotá;Masculino;Extranjero;530;68;12.83
2022;08 - Kennedy;Masculino;Extranjero;67;11;16.42
2022;02 - Chapinero;Masculino;Extranjero;52;4;7.69
2022;10 - Engativá;Masculino;Extranjero;53;10;18.87
2022;07 - Bosa;Masculino;Extranjero;38;6;15.79
2022;01 - Usaquén;Masculino;Extranjero;97;18;18.56
2022;16 - Puente Aranda;Masculino;Extranjero;8;0;0.0
2022;04 - San Cristóbal;Masculino;Extranjero;11;0;0.0
2022;11 - Suba;Masculino;Extranjero;69;5;7.25
2022;09 - Fontibón;Masculino;Extranjero;22;1;4.55
2022;19 - Ciudad Bolívar;Masculino;Extranjero;29;4;13.79
2022;12 - Barrios Unidos;Masculino;Extranjero;10;0;0.0
2022;06 - Tunjuelito;Masculino;Extranjero;6;0;0.0
2022;05 - Usme;Masculino;Extranjero;12;3;25.0
2022;14 - Los Mártires;Masculino;Extranjero;13;0;0.0
2022;13 - Teusaquillo;Masculino;Extranjero;15;3;20.0
2022;18 - Rafael Uribe Uribe;Masculino;Extranjero;12;2;16.67
2022;17 - La Candelaria;Masculino;Extranjero;3;0;0.0
2022;03 - Santa Fe;Masculino;Extranjero;6;1;16.67
2022;99 - Sin Información;Masculino;Extranjero;1;0;0.0
2022;15 - Antonio Nariño;Masculino;Extranjero;6;0;0.0
2022;00 - Bogotá;Masculino;Sin Informacion;443;58;13.09
2022;09 - Fontibón;Masculino;Sin Informacion;25;2;8.0
2022;18 - Rafael Uribe Uribe;Masculino;Sin Informacion;15;4;26.67
2022;08 - Kennedy;Masculino;Sin Informacion;81;12;14.81
2022;19 - Ciudad Bolívar;Masculino;Sin Informacion;32;4;12.5
2022;05 - Usme;Masculino;Sin Informacion;14;0;0.0
2022;10 - Engativá;Masculino;Sin Informacion;65;8;12.31
2022;11 - Suba;Masculino;Sin Informacion;59;9;15.25
2022;07 - Bosa;Masculino;Sin Informacion;38;8;21.05
2022;16 - Puente Aranda;Masculino;Sin Informacion;17;1;5.88
2022;02 - Chapinero;Masculino;Sin Informacion;18;3;16.67
2022;01 - Usaquén;Masculino;Sin Informacion;31;1;3.23
2022;15 - Antonio Nariño;Masculino;Sin Informacion;6;1;16.67
2022;06 - Tunjuelito;Masculino;Sin Informacion;13;1;7.69
2022;12 - Barrios Unidos;Masculino;Sin Informacion;11;0;0.0
2022;13 - Teusaquillo;Masculino;Sin Informacion;3;2;66.67
2022;04 - San Cristóbal;Masculino;Sin Informacion;7;0;0.0
2022;14 - Los Mártires;Masculino;Sin Informacion;4;0;0.0
2022;03 - Santa Fe;Masculino;Sin Informacion;2;1;50.0
2022;99 - Sin Información;Masculino;Sin Informacion;1;0;0.0
2022;17 - La Candelaria;Masculino;Sin Informacion;1;1;100.0
2023;00 - Bogotá;Femenino;Colombiano;28560;5059;17.71
2023;11 - Suba;Femenino;Colombiano;4297;706;16.43
2023;18 - Rafael Uribe Uribe;Femenino;Colombiano;1568;266;16.96
2023;19 - Ciudad Bolívar;Femenino;Colombiano;2987;598;20.02
2023;07 - Bosa;Femenino;Colombiano;2908;499;17.16
2023;14 - Los Mártires;Femenino;Colombiano;431;86;19.95
2023;02 - Chapinero;Femenino;Colombiano;526;93;17.68
2023;10 - Engativá;Femenino;Colombiano;2716;470;17.3
2023;08 - Kennedy;Femenino;Colombiano;3862;681;17.63
2023;16 - Puente Aranda;Femenino;Colombiano;787;139;17.66
2023;01 - Usaquén;Femenino;Colombiano;1835;291;15.86
2023;05 - Usme;Femenino;Colombiano;1552;320;20.62
2023;03 - Santa Fe;Femenino;Colombiano;519;85;16.38
2023;06 - Tunjuelito;Femenino;Colombiano;653;117;17.92
2023;09 - Fontibón;Femenino;Colombiano;1226;194;15.82
2023;13 - Teusaquillo;Femenino;Colombiano;404;58;14.36
2023;04 - San Cristóbal;Femenino;Colombiano;1389;292;21.02
2023;17 - La Candelaria;Femenino;Colombiano;81;14;17.28
2023;20 - Sumapaz;Femenino;Colombiano;27;9;33.33
2023;15 - Antonio Nariño;Femenino;Colombiano;346;51;14.74
2023;12 - Barrios Unidos;Femenino;Colombiano;437;88;20.14
2023;99 - Sin Información;Femenino;Colombiano;9;2;22.22
2023;00 - Bogotá;Femenino;Extranjero;290;40;13.79
2023;16 - Puente Aranda;Femenino;Extranjero;4;0;0.0
2023;07 - Bosa;Femenino;Extranjero;7;1;14.29
2023;01 - Usaquén;Femenino;Extranjero;64;10;15.63
2023;12 - Barrios Unidos;Femenino;Extranjero;7;0;0.0
2023;11 - Suba;Femenino;Extranjero;53;7;13.21
2023;02 - Chapinero;Femenino;Extranjero;42;11;26.19
2023;08 - Kennedy;Femenino;Extranjero;35;4;11.43
2023;10 - Engativá;Femenino;Extranjero;10;1;10.0
2023;14 - Los Mártires;Femenino;Extranjero;5;0;0.0
2023;18 - Rafael Uribe Uribe;Femenino;Extranjero;4;0;0.0
2023;13 - Teusaquillo;Femenino;Extranjero;9;1;11.11
2023;06 - Tunjuelito;Femenino;Extranjero;2;1;50.0
2023;03 - Santa Fe;Femenino;Extranjero;5;1;20.0
2023;19 - Ciudad Bolívar;Femenino;Extranjero;10;2;20.0
2023;05 - Usme;Femenino;Extranjero;5;0;0.0
2023;09 - Fontibón;Femenino;Extranjero;17;1;5.88
2023;04 - San Cristóbal;Femenino;Extranjero;4;0;0.0
2023;15 - Antonio Nariño;Femenino;Extranjero;3;0;0.0
2023;17 - La Candelaria;Femenino;Extranjero;4;0;0.0
2023;00 - Bogotá;Femenino;Sin Informacion;683;128;18.74
2023;10 - Engativá;Femenino;Sin Informacion;86;17;19.77
2023;19 - Ciudad Bolívar;Femenino;Sin Informacion;52;9;17.31
2023;18 - Rafael Uribe Uribe;Femenino;Sin Informacion;30;1;3.33
2023;04 - San Cristóbal;Femenino;Sin Informacion;17;2;11.76
2023;08 - Kennedy;Femenino;Sin Informacion;173;41;23.7
2023;01 - Usaquén;Femenino;Sin Informacion;46;11;23.91
2023;11 - Suba;Femenino;Sin Informacion;65;13;20.0
2023;02 - Chapinero;Femenino;Sin Informacion;13;3;23.08
2023;07 - Bosa;Femenino;Sin Informacion;64;10;15.63
2023;13 - Teusaquillo;Femenino;Sin Informacion;13;2;15.38
2023;16 - Puente Aranda;Femenino;Sin Informacion;22;5;22.73
2023;09 - Fontibón;Femenino;Sin Informacion;38;7;18.42
2023;05 - Usme;Femenino;Sin Informacion;18;3;16.67
2023;06 - Tunjuelito;Femenino;Sin Informacion;17;1;5.88
2023;14 - Los Mártires;Femenino;Sin Informacion;3;2;66.67
2023;15 - Antonio Nariño;Femenino;Sin Informacion;5;0;0.0
2023;03 - Santa Fe;Femenino;Sin Informacion;6;1;16.67
2023;17 - La Candelaria;Femenino;Sin Informacion;2;0;0.0
2023;12 - Barrios Unidos;Femenino;Sin Informacion;13;0;0.0
2023;00 - Bogotá;Indeterminado;Colombiano;3;2;66.67
2023;08 - Kennedy;Indeterminado;Colombiano;1;1;100.0
2023;12 - Barrios Unidos;Indeterminado;Colombiano;1;1;100.0
2023;19 - Ciudad Bolívar;Indeterminado;Colombiano;1;0;0.0
2023;00 - Bogotá;Masculino;Colombiano;30334;4408;14.53
2023;04 - San Cristóbal;Masculino;Colombiano;1483;242;16.32
2023;14 - Los Mártires;Masculino;Colombiano;470;79;16.81
2023;08 - Kennedy;Masculino;Colombiano;4088;572;13.99
2023;19 - Ciudad Bolívar;Masculino;Colombiano;3262;526;16.13
2023;01 - Usaquén;Masculino;Colombiano;1905;242;12.7
2023;15 - Antonio Nariño;Masculino;Colombiano;349;49;14.04
2023;11 - Suba;Masculino;Colombiano;4597;677;14.73
2023;09 - Fontibón;Masculino;Colombiano;1310;184;14.05
2023;03 - Santa Fe;Masculino;Colombiano;535;94;17.57
2023;10 - Engativá;Masculino;Colombiano;2831;380;13.42
2023;06 - Tunjuelito;Masculino;Colombiano;734;114;15.53
2023;07 - Bosa;Masculino;Colombiano;3085;462;14.98
2023;05 - Usme;Masculino;Colombiano;1639;263;16.05
2023;12 - Barrios Unidos;Masculino;Colombiano;441;60;13.61
2023;16 - Puente Aranda;Masculino;Colombiano;901;113;12.54
2023;18 - Rafael Uribe Uribe;Masculino;Colombiano;1611;213;13.22
2023;17 - La Candelaria;Masculino;Colombiano;76;9;11.84
2023;13 - Teusaquillo;Masculino;Colombiano;444;59;13.29
2023;02 - Chapinero;Masculino;Colombiano;551;66;11.98
2023;20 - Sumapaz;Masculino;Colombiano;18;3;16.67
2023;99 - Sin Información;Masculino;Colombiano;4;1;25.0
2023;00 - Bogotá;Masculino;Extranjero;275;37;13.45
2023;11 - Suba;Masculino;Extranjero;44;9;20.45
2023;09 - Fontibón;Masculino;Extranjero;13;1;7.69
2023;01 - Usaquén;Masculino;Extranjero;61;10;16.39
2023;03 - Santa Fe;Masculino;Extranjero;2;0;0.0
2023;02 - Chapinero;Masculino;Extranjero;43;2;4.65
2023;08 - Kennedy;Masculino;Extranjero;31;5;16.13
2023;10 - Engativá;Masculino;Extranjero;22;2;9.09
2023;19 - Ciudad Bolívar;Masculino;Extranjero;10;1;10.0
2023;18 - Rafael Uribe Uribe;Masculino;Extranjero;5;0;0.0
2023;07 - Bosa;Masculino;Extranjero;10;3;30.0
2023;06 - Tunjuelito;Masculino;Extranjero;3;2;66.67
2023;13 - Teusaquillo;Masculino;Extranjero;6;0;0.0
2023;15 - Antonio Nariño;Masculino;Extranjero;3;0;0.0
2023;16 - Puente Aranda;Masculino;Extranjero;10;1;10.0
2023;14 - Los Mártires;Masculino;Extranjero;4;1;25.0
2023;05 - Usme;Masculino;Extranjero;3;0;0.0
2023;12 - Barrios Unidos;Masculino;Extranjero;4;0;0.0
2023;04 - San Cristóbal;Masculino;Extranjero;1;0;0.0
2023;00 - Bogotá;Masculino;Sin Informacion;767;118;15.38
2023;06 - Tunjuelito;Masculino;Sin Informacion;23;2;8.7
2023;07 - Bosa;Masculino;Sin Informacion;97;14;14.43
2023;10 - Engativá;Masculino;Sin Informacion;94;15;15.96
2023;11 - Suba;Masculino;Sin Informacion;75;11;14.67
2023;01 - Usaquén;Masculino;Sin Informacion;65;7;10.77
2023;05 - Usme;Masculino;Sin Informacion;31;3;9.68
2023;08 - Kennedy;Masculino;Sin Informacion;147;27;18.37
2023;02 - Chapinero;Masculino;Sin Informacion;15;4;26.67
2023;18 - Rafael Uribe Uribe;Masculino;Sin Informacion;30;6;20.0
2023;19 - Ciudad Bolívar;Masculino;Sin Informacion;65;6;9.23
2023;09 - Fontibón;Masculino;Sin Informacion;44;9;20.45
2023;13 - Teusaquillo;Masculino;Sin Informacion;9;3;33.33
2023;04 - San Cristóbal;Masculino;Sin Informacion;14;1;7.14
2023;12 - Barrios Unidos;Masculino;Sin Informacion;9;1;11.11
2023;16 - Puente Aranda;Masculino;Sin Informacion;19;4;21.05
2023;15 - Antonio Nariño;Masculino;Sin Informacion;7;1;14.29
2023;14 - Los Mártires;Masculino;Sin Informacion;15;1;6.67
2023;03 - Santa Fe;Masculino;Sin Informacion;6;1;16.67
2023;17 - La Candelaria;Masculino;Sin Informacion;2;2;100.0
2024p;00 - Bogotá;Femenino;Colombiano;24385;4421;18.13
2024p;11 - Suba;Femenino;Colombiano;3635;645;17.74
2024p;05 - Usme;Femenino;Colombiano;1355;263;19.41
2024p;07 - Bosa;Femenino;Colombiano;2504;455;18.17
2024p;18 - Rafael Uribe Uribe;Femenino;Colombiano;1190;226;18.99
2024p;01 - Usaquén;Femenino;Colombiano;1667;276;16.56
2024p;08 - Kennedy;Femenino;Colombiano;3364;612;18.19
2024p;19 - Ciudad Bolívar;Femenino;Colombiano;2549;494;19.38
2024p;10 - Engativá;Femenino;Colombiano;2246;380;16.92
2024p;02 - Chapinero;Femenino;Colombiano;433;87;20.09
2024p;09 - Fontibón;Femenino;Colombiano;1124;173;15.39
2024p;03 - Santa Fe;Femenino;Colombiano;401;81;20.2
2024p;06 - Tunjuelito;Femenino;Colombiano;560;99;17.68
2024p;16 - Puente Aranda;Femenino;Colombiano;752;117;15.56
2024p;14 - Los Mártires;Femenino;Colombiano;311;68;21.86
2024p;13 - Teusaquillo;Femenino;Colombiano;360;62;17.22
2024p;04 - San Cristóbal;Femenino;Colombiano;1224;255;20.83
2024p;15 - Antonio Nariño;Femenino;Colombiano;270;49;18.15
2024p;12 - Barrios Unidos;Femenino;Colombiano;362;65;17.96
2024p;17 - La Candelaria;Femenino;Colombiano;62;9;14.52
2024p;99 - Sin Información;Femenino;Colombiano;9;2;22.22
2024p;20 - Sumapaz;Femenino;Colombiano;7;3;42.86
2024p;00 - Bogotá;Femenino;Extranjero;3024;553;18.29
2024p;07 - Bosa;Femenino;Extranjero;277;48;17.33
2024p;08 - Kennedy;Femenino;Extranjero;525;97;18.48
2024p;01 - Usaquén;Femenino;Extranjero;198;23;11.62
2024p;03 - Santa Fe;Femenino;Extranjero;79;14;17.72
2024p;09 - Fontibón;Femenino;Extranjero;99;11;11.11
2024p;14 - Los Mártires;Femenino;Extranjero;106;20;18.87
2024p;05 - Usme;Femenino;Extranjero;122;20;16.39
2024p;06 - Tunjuelito;Femenino;Extranjero;72;16;22.22
2024p;02 - Chapinero;Femenino;Extranjero;97;19;19.59
2024p;11 - Suba;Femenino;Extranjero;337;65;19.29
2024p;18 - Rafael Uribe Uribe;Femenino;Extranjero;181;41;22.65
2024p;12 - Barrios Unidos;Femenino;Extranjero;51;9;17.65
2024p;04 - San Cristóbal;Femenino;Extranjero;148;30;20.27
2024p;19 - Ciudad Bolívar;Femenino;Extranjero;348;76;21.84
2024p;10 - Engativá;Femenino;Extranjero;245;43;17.55
2024p;13 - Teusaquillo;Femenino;Extranjero;35;9;25.71
2024p;16 - Puente Aranda;Femenino;Extranjero;53;4;7.55
2024p;99 - Sin Información;Femenino;Extranjero;1;0;0.0
2024p;15 - Antonio Nariño;Femenino;Extranjero;41;6;14.63
2024p;17 - La Candelaria;Femenino;Extranjero;9;2;22.22
2024p;00 - Bogotá;Femenino;Sin Informacion;3;1;33.33
2024p;99 - Sin Información;Femenino;Sin Informacion;1;1;100.0
2024p;01 - Usaquén;Femenino;Sin Informacion;1;0;0.0
2024p;08 - Kennedy;Femenino;Sin Informacion;1;0;0.0
2024p;00 - Bogotá;Indeterminado;Colombiano;2;1;50.0
2024p;11 - Suba;Indeterminado;Colombiano;1;1;100.0
2024p;05 - Usme;Indeterminado;Colombiano;1;0;0.0
2024p;00 - Bogotá;Masculino;Colombiano;25955;3850;14.83
2024p;11 - Suba;Masculino;Colombiano;3783;581;15.36
2024p;04 - San Cristóbal;Masculino;Colombiano;1373;197;14.35
2024p;18 - Rafael Uribe Uribe;Masculino;Colombiano;1338;215;16.07
2024p;02 - Chapinero;Masculino;Colombiano;548;67;12.23
2024p;01 - Usaquén;Masculino;Colombiano;1765;265;15.01
2024p;10 - Engativá;Masculino;Colombiano;2396;332;13.86
2024p;07 - Bosa;Masculino;Colombiano;2677;406;15.17
2024p;19 - Ciudad Bolívar;Masculino;Colombiano;2755;444;16.12
2024p;16 - Puente Aranda;Masculino;Colombiano;755;106;14.04
2024p;14 - Los Mártires;Masculino;Colombiano;324;54;16.67
2024p;08 - Kennedy;Masculino;Colombiano;3487;504;14.45
2024p;06 - Tunjuelito;Masculino;Colombiano;604;78;12.91
2024p;05 - Usme;Masculino;Colombiano;1403;240;17.11
2024p;15 - Antonio Nariño;Masculino;Colombiano;275;45;16.36
2024p;12 - Barrios Unidos;Masculino;Colombiano;413;55;13.32
2024p;09 - Fontibón;Masculino;Colombiano;1208;159;13.16
2024p;03 - Santa Fe;Masculino;Colombiano;400;46;11.5
2024p;13 - Teusaquillo;Masculino;Colombiano;362;43;11.88
2024p;17 - La Candelaria;Masculino;Colombiano;68;7;10.29
2024p;99 - Sin Información;Masculino;Colombiano;10;3;30.0
2024p;20 - Sumapaz;Masculino;Colombiano;11;3;27.27
2024p;00 - Bogotá;Masculino;Extranjero;3179;513;16.14
2024p;07 - Bosa;Masculino;Extranjero;279;49;17.56
2024p;08 - Kennedy;Masculino;Extranjero;500;82;16.4
2024p;13 - Teusaquillo;Masculino;Extranjero;22;5;22.73
2024p;18 - Rafael Uribe Uribe;Masculino;Extranjero;209;37;17.7
2024p;09 - Fontibón;Masculino;Extranjero;109;6;5.5
2024p;11 - Suba;Masculino;Extranjero;412;69;16.75
2024p;03 - Santa Fe;Masculino;Extranjero;93;12;12.9
2024p;19 - Ciudad Bolívar;Masculino;Extranjero;322;57;17.7
2024p;01 - Usaquén;Masculino;Extranjero;208;36;17.31
2024p;10 - Engativá;Masculino;Extranjero;274;38;13.87
2024p;06 - Tunjuelito;Masculino;Extranjero;101;19;18.81
2024p;04 - San Cristóbal;Masculino;Extranjero;128;26;20.31
2024p;02 - Chapinero;Masculino;Extranjero;81;11;13.58
2024p;14 - Los Mártires;Masculino;Extranjero;131;18;13.74
2024p;12 - Barrios Unidos;Masculino;Extranjero;68;12;17.65
2024p;05 - Usme;Masculino;Extranjero;132;21;15.91
2024p;15 - Antonio Nariño;Masculino;Extranjero;36;3;8.33
2024p;17 - La Candelaria;Masculino;Extranjero;14;1;7.14
2024p;16 - Puente Aranda;Masculino;Extranjero;59;11;18.64
2024p;20 - Sumapaz;Masculino;Extranjero;1;0;0.0
2024p;00 - Bogotá;Masculino;Sin Informacion;4;0;0.0
2024p;18 - Rafael Uribe Uribe;Masculino;Sin Informacion;1;0;0.0
2024p;08 - Kennedy;Masculino;Sin Informacion;2;0;0.0
2024p;07 - Bosa;Masculino;Sin Informacion;1;0;0.0
